Merchant,Country,Location,Day,Local Time,Local Currency,Local Currency Transaction Value,Card Currency,Payment Amount,Margin Income F,Margin Income A
Transactly,UAE,Dubai,Tuesday,12:00,AED,469.28,USD,426.62,4.27,12.8
Cashwave,South Africa,Port Elizabeth,Thursday,21:00,ZAR,233.08,USD,211.89,2.12,6.36
NeoCommerce,Japan,Tokyo,Saturday,3:00,JPY,497.82,GBP,585.67,5.86,17.57
EuroLink,USA,New York,Friday,16:00,USD,283.59,AUD,171.87,1.72,5.16
SmartFunds,Switzerland,Bern,Wednesday,1:00,CHF,371.15,USD,337.41,3.37,10.12
TradeNova,Vietnam,Ho Chi Minh City,Friday,18:00,VND,291.77,EUR,291.77,2.92,8.75
NovaPay,France,Toulouse,Monday,18:00,EUR,478.87,AED,118.24,1.18,3.55
BuyNet,South Africa,Cape Town,Monday,10:00,ZAR,191,USD,173.64,1.74,5.21
FlexiPay,South Africa,Johannesburg,Saturday,15:00,ZAR,219.54,AED,54.21,0.54,1.63
MerchantX,South Africa,Johannesburg,Tuesday,11:00,ZAR,364.27,EUR,364.27,3.64,10.93
AlphaPay,France,Montpellier,Sunday,10:00,EUR,425.82,AUD,258.07,2.58,7.74
GlobalMart,UK,London,Wednesday,8:00,GBP,201.58,EUR,201.58,2.02,6.05
PaySphere,Switzerland,Bern,Monday,15:00,CHF,294.38,AED,72.69,0.73,2.18
QuickServe,UK,Bristol,Monday,21:00,GBP,106.31,AUD,64.43,0.64,1.93
FinEdge,Singapore,Singapore,Wednesday,13:00,SGD,339.25,GBP,399.12,3.99,11.97
Transactly,Netherlands,The Hague,Monday,3:00,EUR,122.96,AUD,74.52,0.75,2.24
Cashwave,South Africa,Port Elizabeth,Tuesday,14:00,ZAR,457.71,AUD,277.4,2.77,8.32
NeoCommerce,India,Hyderabad,Tuesday,16:00,INR,487.01,GBP,572.95,5.73,17.19
EuroLink,UAE,Al Ain,Friday,8:00,AED,99.91,AUD,60.55,0.61,1.82
SmartFunds,China,Beijing,Thursday,20:00,CNY,353,AUD,213.94,2.14,6.42
TradeNova,Singapore,Singapore,Wednesday,21:00,SGD,279.88,AED,69.11,0.69,2.07
NovaPay,UAE,Dubai,Friday,23:00,AED,197.93,USD,179.93,1.8,5.4
BuyNet,Australia,Canberra,Monday,22:00,AUD,498.18,AED,123.01,1.23,3.69
FlexiPay,Italy,Genoa,Friday,6:00,EUR,218.45,USD,198.59,1.99,5.96
MerchantX,Netherlands,Rotterdam,Friday,9:00,EUR,39.38,USD,35.8,0.36,1.07
AlphaPay,Thailand,Hat Yai,Thursday,15:00,THB,222.59,AED,54.96,0.55,1.65
GlobalMart,Italy,Milan,Thursday,6:00,EUR,224.48,AED,55.43,0.55,1.66
PaySphere,Norway,Trondheim,Wednesday,1:00,NOK,127.86,USD,116.24,1.16,3.49
QuickServe,Switzerland,Lausanne,Monday,6:00,CHF,353.55,EUR,353.55,3.54,10.61
FinEdge,China,Beijing,Friday,18:00,CNY,2312.86,AUD,1401.73,14.02,42.05
Transactly,Germany,Leipzig,Thursday,7:00,EUR,618.26,AED,152.66,1.53,4.58
Cashwave,UAE,Sharjah,Thursday,23:00,AED,228.31,USD,207.55,2.08,6.23
NeoCommerce,Switzerland,Bern,Thursday,9:00,CHF,467.32,GBP,549.78,5.5,16.49
EuroLink,Malaysia,Kuala Lumpur,Wednesday,8:00,MYR,277.21,USD,252.01,2.52,7.56
SmartFunds,UK,Leeds,Friday,12:00,GBP,479.04,EUR,479.04,4.79,14.37
TradeNova,Malaysia,Kuching,Monday,7:00,MYR,417.5,EUR,417.5,4.18,12.52
NovaPay,Japan,Sapporo,Thursday,12:00,JPY,76.1,USD,69.18,0.69,2.08
BuyNet,Denmark,Copenhagen,Monday,18:00,DKK,461.02,AUD,279.4,2.79,8.38
FlexiPay,Australia,Darwin,Monday,15:00,AUD,165.52,AED,40.87,0.41,1.23
MerchantX,Germany,Leipzig,Monday,22:00,EUR,186.07,USD,169.15,1.69,5.07
AlphaPay,UAE,Abu Dhabi,Monday,14:00,AED,52.44,AUD,31.78,0.32,0.95
GlobalMart,Thailand,Bangkok,Friday,2:00,THB,1304.88,AUD,790.84,7.91,23.73
PaySphere,Mexico,Tijuana,Monday,7:00,MXN,403.53,AUD,244.56,2.45,7.34
QuickServe,China,Guangzhou,Tuesday,16:00,CNY,42.69,AED,10.54,0.11,0.32
FinEdge,Switzerland,Lausanne,Thursday,5:00,CHF,3666.48,EUR,3666.48,36.66,109.99
Transactly,Canada,Winnipeg,Tuesday,14:00,CAD,312.36,USD,283.97,2.84,8.52
Cashwave,Brazil,Rio de Janeiro,Thursday,7:00,BRL,255.8,USD,232.55,2.33,6.98
NeoCommerce,Switzerland,Bern,Saturday,18:00,CHF,3732.23,AED,921.54,9.22,27.65
EuroLink,Australia,Newcastle,Monday,11:00,AUD,128.16,AED,31.64,0.32,0.95
SmartFunds,China,Shanghai,Tuesday,11:00,CNY,412.08,EUR,412.08,4.12,12.36
TradeNova,Vietnam,Da Nang,Monday,6:00,VND,107.16,AED,26.46,0.26,0.79
NovaPay,South Africa,Port Elizabeth,Wednesday,11:00,ZAR,211.37,GBP,248.67,2.49,7.46
BuyNet,France,Strasbourg,Sunday,17:00,EUR,3974.76,AED,981.42,9.81,29.44
FlexiPay,Netherlands,Groningen,Wednesday,6:00,EUR,2929.7,AED,723.38,7.23,21.7
MerchantX,Japan,Sapporo,Tuesday,19:00,JPY,107.79,AED,26.61,0.27,0.8
AlphaPay,Ireland,Limerick,Tuesday,20:00,EUR,230.65,AED,56.95,0.57,1.71
GlobalMart,Thailand,Hat Yai,Saturday,3:00,THB,105.61,GBP,124.25,1.24,3.73
PaySphere,Norway,Bergen,Friday,7:00,NOK,146.59,EUR,146.59,1.47,4.4
QuickServe,China,Guangzhou,Sunday,13:00,CNY,364.74,AUD,221.06,2.21,6.63
FinEdge,USA,San Diego,Monday,7:00,USD,293.86,EUR,293.86,2.94,8.82
Transactly,Norway,Stavanger,Saturday,21:00,NOK,350.83,AUD,212.62,2.13,6.38
Cashwave,Australia,Gold Coast,Saturday,7:00,AUD,80.53,USD,73.21,0.73,2.2
NeoCommerce,Norway,Bergen,Monday,12:00,NOK,292.55,USD,265.96,2.66,7.98
EuroLink,Australia,Perth,Monday,22:00,AUD,278.91,GBP,328.13,3.28,9.84
SmartFunds,Brazil,Brasilia,Thursday,22:00,BRL,445.06,AUD,269.73,2.7,8.09
TradeNova,Sweden,Stockholm,Thursday,19:00,SEK,430.04,AUD,260.63,2.61,7.82
NovaPay,Vietnam,Hai Phong,Monday,9:00,VND,298.99,USD,271.81,2.72,8.15
BuyNet,Australia,Perth,Friday,8:00,AUD,348.51,USD,316.83,3.17,9.5
FlexiPay,Denmark,Odense,Tuesday,15:00,DKK,280.5,AUD,170,1.7,5.1
MerchantX,Denmark,Esbjerg,Saturday,3:00,DKK,312.1,AED,77.06,0.77,2.31
AlphaPay,France,Nice,Wednesday,4:00,EUR,479.61,AED,118.42,1.18,3.55
GlobalMart,Sweden,Uppsala,Thursday,22:00,SEK,428.21,AED,105.73,1.06,3.17
PaySphere,Singapore,Singapore,Sunday,8:00,SGD,119.43,AED,29.49,0.29,0.88
QuickServe,Mexico,Tijuana,Sunday,13:00,MXN,88.11,EUR,88.11,0.88,2.64
FinEdge,Thailand,Chiang Mai,Friday,23:00,THB,356.12,USD,323.74,3.24,9.71
Transactly,South Africa,Durban,Monday,8:00,ZAR,7.33,GBP,8.63,0.09,0.26
Cashwave,Germany,Düsseldorf,Monday,7:00,EUR,331.13,USD,301.03,3.01,9.03
NeoCommerce,UK,Birmingham,Tuesday,9:00,GBP,118.97,USD,108.15,1.08,3.24
EuroLink,Japan,Fukuoka,Thursday,8:00,JPY,4047.7,AED,999.43,9.99,29.98
SmartFunds,Netherlands,Almere,Monday,8:00,EUR,259.86,AUD,157.49,1.57,4.72
TradeNova,Norway,Trondheim,Tuesday,17:00,NOK,344.02,USD,312.74,3.13,9.38
NovaPay,Vietnam,Da Nang,Monday,16:00,VND,254.08,USD,230.99,2.31,6.93
BuyNet,South Africa,Johannesburg,Wednesday,9:00,ZAR,104.62,AED,25.83,0.26,0.77
FlexiPay,Ireland,Cork,Thursday,10:00,EUR,3443.55,AED,850.26,8.5,25.51
MerchantX,Japan,Nagoya,Monday,8:00,JPY,290.82,GBP,342.14,3.42,10.26
AlphaPay,Ireland,Waterford,Monday,14:00,EUR,234.87,GBP,276.32,2.76,8.29
GlobalMart,Canada,Hamilton,Thursday,17:00,CAD,317.94,AUD,192.69,1.93,5.78
PaySphere,Ireland,Dublin,Tuesday,21:00,EUR,363.48,AUD,220.29,2.2,6.61
QuickServe,Thailand,Hat Yai,Monday,14:00,THB,275.04,AED,67.91,0.68,2.04
FinEdge,France,Paris,Wednesday,8:00,EUR,101.58,USD,92.35,0.92,2.77
Transactly,Denmark,Esbjerg,Sunday,11:00,DKK,30.02,EUR,30.02,0.3,0.9
Cashwave,Switzerland,Basel,Thursday,12:00,CHF,94.57,AED,23.35,0.23,0.7
NeoCommerce,Germany,Dortmund,Sunday,12:00,EUR,101.77,USD,92.52,0.93,2.78
EuroLink,Ireland,Limerick,Monday,13:00,EUR,332.89,GBP,391.64,3.92,11.75
SmartFunds,Japan,Tokyo,Wednesday,21:00,JPY,499.49,EUR,499.49,4.99,14.98
TradeNova,Netherlands,Eindhoven,Wednesday,2:00,EUR,311.53,USD,283.21,2.83,8.5
NovaPay,Denmark,Odense,Friday,19:00,DKK,371.1,AUD,224.91,2.25,6.75
BuyNet,Netherlands,Almere,Monday,18:00,EUR,269.73,AED,66.6,0.67,2
FlexiPay,Brazil,Salvador,Friday,6:00,BRL,17.35,EUR,17.35,0.17,0.52
MerchantX,Switzerland,Bern,Saturday,12:00,CHF,322.65,AUD,195.55,1.96,5.87
AlphaPay,Spain,Bilbao,Friday,21:00,EUR,285.59,AED,70.52,0.71,2.12
GlobalMart,South Africa,Port Elizabeth,Saturday,13:00,ZAR,496.04,AED,122.48,1.22,3.67
PaySphere,Thailand,Phuket,Tuesday,0:00,THB,260.51,EUR,260.51,2.61,7.82
QuickServe,Vietnam,Hanoi,Saturday,1:00,VND,435.23,GBP,512.03,5.12,15.36
FinEdge,Switzerland,Lausanne,Thursday,22:00,CHF,490.83,AUD,297.47,2.97,8.92
Transactly,Italy,Venice,Monday,8:00,EUR,215.03,USD,195.48,1.95,5.86
Cashwave,Ireland,Cork,Monday,12:00,EUR,280.98,GBP,330.57,3.31,9.92
NeoCommerce,Ireland,Cork,Friday,19:00,EUR,186.6,AUD,113.09,1.13,3.39
EuroLink,France,Toulouse,Friday,20:00,EUR,99.72,GBP,117.31,1.17,3.52
SmartFunds,Spain,Valencia,Sunday,14:00,EUR,464.51,GBP,546.48,5.46,16.39
TradeNova,Canada,London,Tuesday,21:00,CAD,370.18,USD,336.52,3.37,10.1
NovaPay,South Africa,Johannesburg,Thursday,11:00,ZAR,39.15,USD,35.59,0.36,1.07
BuyNet,Switzerland,Zurich,Friday,10:00,CHF,450.64,AUD,273.12,2.73,8.19
FlexiPay,Norway,Tromsø,Tuesday,15:00,NOK,360.35,EUR,360.35,3.6,10.81
MerchantX,Malaysia,Kuching,Friday,23:00,MYR,24.69,EUR,24.69,0.25,0.74
AlphaPay,Switzerland,Basel,Friday,20:00,CHF,48.78,EUR,48.78,0.49,1.46
GlobalMart,UK,Belfast,Wednesday,9:00,GBP,65.87,AED,16.26,0.16,0.49
PaySphere,Mexico,Mexico City,Monday,21:00,MXN,219.55,EUR,219.55,2.2,6.59
QuickServe,Netherlands,The Hague,Wednesday,9:00,EUR,259.85,AUD,157.48,1.57,4.72
FinEdge,Thailand,Hat Yai,Tuesday,10:00,THB,442.14,GBP,520.16,5.2,15.6
Transactly,Netherlands,Almere,Thursday,8:00,EUR,386.74,AUD,234.39,2.34,7.03
Cashwave,Italy,Bologna,Friday,11:00,EUR,2650.12,GBP,3117.78,31.18,93.53
NeoCommerce,UAE,Sharjah,Tuesday,3:00,AED,282.19,AUD,171.03,1.71,5.13
EuroLink,Germany,Munich,Friday,19:00,EUR,458.51,GBP,539.42,5.39,16.18
SmartFunds,UK,Liverpool,Monday,14:00,GBP,390.06,EUR,390.06,3.9,11.7
TradeNova,UK,Liverpool,Thursday,21:00,GBP,170.73,AED,42.15,0.42,1.26
NovaPay,Japan,Nagoya,Wednesday,15:00,JPY,208.57,GBP,245.38,2.45,7.36
BuyNet,Spain,Zaragoza,Sunday,19:00,EUR,2241.97,USD,2038.15,20.38,61.14
FlexiPay,Malaysia,Johor Bahru,Sunday,22:00,MYR,484.41,AED,119.61,1.2,3.59
MerchantX,USA,Chicago,Monday,14:00,USD,224.51,GBP,264.12,2.64,7.92
AlphaPay,Malaysia,George Town,Wednesday,6:00,MYR,251.34,AED,62.06,0.62,1.86
GlobalMart,Denmark,Aarhus,Friday,4:00,DKK,289.24,EUR,289.24,2.89,8.68
PaySphere,Japan,Osaka,Tuesday,13:00,JPY,168.22,GBP,197.91,1.98,5.94
QuickServe,UK,Belfast,Monday,12:00,GBP,317.99,AUD,192.72,1.93,5.78
FinEdge,Italy,Florence,Tuesday,4:00,EUR,477.76,USD,434.33,4.34,13.03
Transactly,Denmark,Aalborg,Wednesday,11:00,DKK,43.86,AED,10.83,0.11,0.32
Cashwave,Australia,Melbourne,Saturday,13:00,AUD,585.92,GBP,689.31,6.89,20.68
NeoCommerce,Thailand,Chiang Mai,Saturday,17:00,THB,65.82,GBP,77.43,0.77,2.32
EuroLink,France,Marseille,Saturday,1:00,EUR,452.06,GBP,531.83,5.32,15.95
SmartFunds,France,Toulouse,Saturday,1:00,EUR,301.08,AUD,182.47,1.82,5.47
TradeNova,Netherlands,Amsterdam,Friday,4:00,EUR,34.89,AED,8.62,0.09,0.26
NovaPay,Vietnam,Hanoi,Monday,8:00,VND,86.31,GBP,101.55,1.02,3.05
BuyNet,Australia,Gold Coast,Sunday,20:00,AUD,229.24,USD,208.4,2.08,6.25
FlexiPay,Mexico,Tijuana,Friday,17:00,MXN,211.99,USD,192.72,1.93,5.78
MerchantX,Mexico,Mexico City,Tuesday,15:00,MXN,193.34,USD,175.76,1.76,5.27
AlphaPay,Germany,Bremen,Monday,14:00,EUR,450.09,AUD,272.78,2.73,8.18
GlobalMart,Canada,London,Friday,14:00,CAD,386.2,AUD,234.06,2.34,7.02
PaySphere,Canada,Hamilton,Wednesday,18:00,CAD,428.93,AED,105.91,1.06,3.18
QuickServe,Denmark,Aarhus,Saturday,8:00,DKK,423.45,GBP,498.18,4.98,14.95
FinEdge,Denmark,Aalborg,Saturday,10:00,DKK,198.4,AED,48.99,0.49,1.47
Transactly,India,Ahmedabad,Friday,6:00,INR,120.06,USD,109.15,1.09,3.27
Cashwave,France,Nice,Sunday,12:00,EUR,380.06,GBP,447.13,4.47,13.41
NeoCommerce,Italy,Verona,Friday,6:00,EUR,358.63,GBP,421.92,4.22,12.66
EuroLink,Mexico,Monterrey,Saturday,0:00,MXN,259.88,AED,64.17,0.64,1.93
SmartFunds,Ireland,Galway,Saturday,13:00,EUR,194.97,USD,177.25,1.77,5.32
TradeNova,UAE,Dubai,Wednesday,12:00,AED,297.29,USD,270.26,2.7,8.11
NovaPay,USA,New York,Sunday,1:00,USD,265.82,AUD,161.1,1.61,4.83
BuyNet,Brazil,Salvador,Friday,7:00,BRL,164.78,AED,40.69,0.41,1.22
FlexiPay,Denmark,Esbjerg,Thursday,18:00,DKK,281.88,AED,69.6,0.7,2.09
MerchantX,China,Shanghai,Wednesday,16:00,CNY,412.93,USD,375.39,3.75,11.26
AlphaPay,Canada,Calgary,Wednesday,8:00,CAD,148.24,AED,36.6,0.37,1.1
GlobalMart,Australia,Canberra,Thursday,4:00,AUD,373.61,GBP,439.54,4.4,13.19
PaySphere,China,Beijing,Tuesday,7:00,CNY,377.24,AUD,228.63,2.29,6.86
QuickServe,Switzerland,Zurich,Tuesday,19:00,CHF,126.36,USD,114.87,1.15,3.45
FinEdge,Canada,Toronto,Tuesday,16:00,CAD,3298.16,EUR,3298.16,32.98,98.94
Transactly,Switzerland,Zurich,Friday,17:00,CHF,328.23,GBP,386.16,3.86,11.58
Cashwave,Netherlands,Eindhoven,Thursday,3:00,EUR,214.12,AUD,129.77,1.3,3.89
NeoCommerce,Sweden,Stockholm,Saturday,22:00,SEK,179.05,EUR,179.05,1.79,5.37
EuroLink,Norway,Stavanger,Sunday,8:00,NOK,120.23,EUR,120.23,1.2,3.61
SmartFunds,Norway,Stavanger,Friday,6:00,NOK,272.97,USD,248.16,2.48,7.44
TradeNova,Thailand,Bangkok,Saturday,8:00,THB,14.01,AED,3.46,0.03,0.1
NovaPay,Denmark,Odense,Friday,6:00,DKK,391.67,EUR,391.67,3.92,11.75
BuyNet,Thailand,Phuket,Wednesday,23:00,THB,1336.9,EUR,1336.9,13.37,40.11
FlexiPay,Norway,Trondheim,Friday,21:00,NOK,103.55,AUD,62.76,0.63,1.88
MerchantX,Switzerland,Basel,Wednesday,3:00,CHF,339.63,AED,83.86,0.84,2.52
AlphaPay,Brazil,Brasilia,Tuesday,8:00,BRL,236.4,GBP,278.12,2.78,8.34
GlobalMart,China,Guangzhou,Friday,1:00,CNY,167.11,EUR,167.11,1.67,5.01
PaySphere,Germany,Cologne,Friday,22:00,EUR,441.67,GBP,519.61,5.2,15.59
QuickServe,Denmark,Aalborg,Monday,16:00,DKK,403.64,USD,366.95,3.67,11.01
FinEdge,Germany,Munich,Tuesday,22:00,EUR,208.48,AED,51.48,0.51,1.54
Transactly,Italy,Verona,Thursday,9:00,EUR,421.16,USD,382.88,3.83,11.49
Cashwave,Malaysia,Kuala Lumpur,Wednesday,18:00,MYR,199.48,GBP,234.68,2.35,7.04
NeoCommerce,Mexico,Monterrey,Wednesday,3:00,MXN,230.05,EUR,230.05,2.3,6.9
EuroLink,Brazil,Rio de Janeiro,Monday,21:00,BRL,125.35,AED,30.95,0.31,0.93
SmartFunds,UK,London,Tuesday,12:00,GBP,32.42,EUR,32.42,0.32,0.97
TradeNova,Japan,Fukuoka,Wednesday,23:00,JPY,160.14,EUR,160.14,1.6,4.8
NovaPay,Netherlands,Breda,Thursday,23:00,EUR,267.13,AUD,161.9,1.62,4.86
BuyNet,France,Lyon,Tuesday,6:00,EUR,198.43,AED,49,0.49,1.47
FlexiPay,UAE,Sharjah,Sunday,21:00,AED,170.99,USD,155.45,1.55,4.66
MerchantX,Germany,Dortmund,Saturday,1:00,EUR,262.08,AUD,158.84,1.59,4.77
AlphaPay,Vietnam,Can Tho,Monday,7:00,VND,138.6,AED,34.22,0.34,1.03
GlobalMart,Australia,Brisbane,Saturday,16:00,AUD,41.28,AED,10.19,0.1,0.31
PaySphere,Japan,Osaka,Wednesday,16:00,JPY,420.37,AUD,254.77,2.55,7.64
QuickServe,Spain,Murcia,Monday,8:00,EUR,123.87,GBP,145.73,1.46,4.37
FinEdge,Thailand,Chiang Mai,Thursday,8:00,THB,194.29,USD,176.63,1.77,5.3
Transactly,Mexico,Guadalajara,Tuesday,19:00,MXN,320.16,GBP,376.66,3.77,11.3
Cashwave,UAE,Ajman,Monday,15:00,AED,104.27,EUR,104.27,1.04,3.13
NeoCommerce,Switzerland,Basel,Thursday,18:00,CHF,376.52,AED,92.97,0.93,2.79
EuroLink,Brazil,Rio de Janeiro,Monday,18:00,BRL,1271.36,GBP,1495.72,14.96,44.87
SmartFunds,USA,Phoenix,Saturday,23:00,USD,3382.17,AED,835.1,8.35,25.05
TradeNova,Denmark,Aalborg,Thursday,14:00,DKK,451.63,AUD,273.72,2.74,8.21
NovaPay,UAE,Abu Dhabi,Friday,2:00,AED,341.16,USD,310.14,3.1,9.3
BuyNet,Ireland,Cork,Friday,17:00,EUR,152.8,USD,138.91,1.39,4.17
FlexiPay,UAE,Sharjah,Sunday,6:00,AED,2682.11,USD,2438.28,24.38,73.15
MerchantX,Norway,Bergen,Wednesday,23:00,NOK,179.78,USD,163.44,1.63,4.9
AlphaPay,UAE,Sharjah,Wednesday,20:00,AED,113.01,EUR,113.01,1.13,3.39
GlobalMart,Japan,Sapporo,Sunday,6:00,JPY,378.63,GBP,445.45,4.45,13.36
PaySphere,France,Lyon,Wednesday,21:00,EUR,418.98,AED,103.45,1.03,3.1
QuickServe,UAE,Dubai,Wednesday,17:00,AED,445.9,AUD,270.24,2.7,8.11
FinEdge,Sweden,Västerås,Monday,8:00,SEK,351.63,USD,319.66,3.2,9.59
Transactly,Malaysia,Kuala Lumpur,Thursday,8:00,MYR,81.13,USD,73.75,0.74,2.21
Cashwave,Brazil,Rio de Janeiro,Tuesday,13:00,BRL,387.94,GBP,456.4,4.56,13.69
NeoCommerce,Germany,Düsseldorf,Sunday,2:00,EUR,208.76,GBP,245.6,2.46,7.37
EuroLink,South Africa,Cape Town,Saturday,9:00,ZAR,189.39,USD,172.17,1.72,5.17
SmartFunds,Brazil,Brasilia,Monday,15:00,BRL,86.16,EUR,86.16,0.86,2.58
TradeNova,Sweden,Malmö,Thursday,9:00,SEK,3198.08,USD,2907.34,29.07,87.22
NovaPay,Ireland,Limerick,Monday,21:00,EUR,36.03,AUD,21.83,0.22,0.65
BuyNet,UK,Leeds,Thursday,22:00,GBP,253.67,AUD,153.74,1.54,4.61
FlexiPay,Vietnam,Can Tho,Sunday,0:00,VND,348.16,AED,85.97,0.86,2.58
MerchantX,Norway,Oslo,Wednesday,16:00,NOK,984.65,AUD,596.76,5.97,17.9
AlphaPay,Vietnam,Can Tho,Wednesday,12:00,VND,262.76,AED,64.88,0.65,1.95
GlobalMart,South Africa,Johannesburg,Wednesday,21:00,ZAR,1254.44,EUR,1254.44,12.54,37.63
PaySphere,Brazil,Brasilia,Monday,4:00,BRL,454.13,GBP,534.27,5.34,16.03
QuickServe,Netherlands,Almere,Monday,13:00,EUR,295.53,AUD,179.11,1.79,5.37
FinEdge,Sweden,Gothenburg,Saturday,18:00,SEK,133.33,GBP,156.86,1.57,4.71
Transactly,South Africa,Port Elizabeth,Monday,7:00,ZAR,473.31,AED,116.87,1.17,3.51
Cashwave,Spain,Bilbao,Tuesday,19:00,EUR,103.78,GBP,122.09,1.22,3.66
NeoCommerce,Japan,Tokyo,Monday,6:00,JPY,477.56,AED,117.92,1.18,3.54
EuroLink,Brazil,Brasilia,Friday,16:00,BRL,136.25,USD,123.86,1.24,3.72
SmartFunds,UAE,Sharjah,Friday,20:00,AED,3546.12,AUD,2149.16,21.49,64.47
TradeNova,Denmark,Aalborg,Thursday,22:00,DKK,8.63,AED,2.13,0.02,0.06
NovaPay,Vietnam,Ho Chi Minh City,Friday,7:00,VND,298.91,AUD,181.16,1.81,5.43
BuyNet,France,Bordeaux,Saturday,5:00,EUR,257.96,AED,63.69,0.64,1.91
FlexiPay,India,Ahmedabad,Thursday,14:00,INR,488.36,EUR,488.36,4.88,14.65
MerchantX,Spain,Murcia,Monday,15:00,EUR,10.55,USD,9.59,0.1,0.29
AlphaPay,Germany,Frankfurt,Wednesday,8:00,EUR,40.56,AED,10.01,0.1,0.3
GlobalMart,Switzerland,Basel,Tuesday,13:00,CHF,77.9,AUD,47.21,0.47,1.42
PaySphere,Thailand,Bangkok,Friday,22:00,THB,122.5,EUR,122.5,1.23,3.68
QuickServe,Thailand,Pattaya,Thursday,21:00,THB,254.51,USD,231.38,2.31,6.94
FinEdge,Mexico,Monterrey,Tuesday,1:00,MXN,248.14,EUR,248.14,2.48,7.44
Transactly,Thailand,Pattaya,Thursday,18:00,THB,329.01,AED,81.24,0.81,2.44
Cashwave,Thailand,Chiang Mai,Sunday,20:00,THB,444.99,EUR,444.99,4.45,13.35
NeoCommerce,Canada,Vancouver,Thursday,16:00,CAD,401.56,GBP,472.42,4.72,14.17
EuroLink,Vietnam,Can Tho,Tuesday,14:00,VND,437.95,EUR,437.95,4.38,13.14
SmartFunds,Australia,Newcastle,Monday,17:00,AUD,55.71,USD,50.64,0.51,1.52
TradeNova,Thailand,Chiang Mai,Friday,23:00,THB,195.39,GBP,229.87,2.3,6.9
NovaPay,Switzerland,Geneva,Friday,15:00,CHF,45.65,AED,11.27,0.11,0.34
BuyNet,Germany,Berlin,Tuesday,11:00,EUR,371.86,AED,91.82,0.92,2.75
FlexiPay,China,Guangzhou,Monday,9:00,CNY,11.39,AUD,6.9,0.07,0.21
MerchantX,South Africa,Johannesburg,Wednesday,13:00,ZAR,341.76,AUD,207.13,2.07,6.21
AlphaPay,Thailand,Bangkok,Tuesday,19:00,THB,143.25,USD,130.23,1.3,3.91
GlobalMart,Malaysia,Kuala Lumpur,Wednesday,6:00,MYR,206.14,USD,187.4,1.87,5.62
PaySphere,Malaysia,Ipoh,Thursday,14:00,MYR,345.55,USD,314.14,3.14,9.42
QuickServe,Canada,Toronto,Monday,7:00,CAD,175.63,EUR,175.63,1.76,5.27
FinEdge,Spain,Madrid,Monday,20:00,EUR,400.59,GBP,471.29,4.71,14.14
Transactly,Thailand,Bangkok,Thursday,19:00,THB,489.89,AED,120.96,1.21,3.63
Cashwave,Denmark,Aalborg,Sunday,16:00,DKK,2230.68,GBP,2624.33,26.24,78.73
NeoCommerce,Japan,Nagoya,Thursday,12:00,JPY,300.99,GBP,354.1,3.54,10.62
EuroLink,UK,Sheffield,Thursday,6:00,GBP,138.18,AED,34.12,0.34,1.02
SmartFunds,Ireland,Limerick,Saturday,15:00,EUR,215.55,USD,195.96,1.96,5.88
TradeNova,Mexico,Puebla,Monday,7:00,MXN,161.73,AED,39.93,0.4,1.2
NovaPay,UK,Belfast,Monday,11:00,GBP,123.76,AED,30.56,0.31,0.92
BuyNet,Italy,Genoa,Tuesday,17:00,EUR,133.07,AUD,80.65,0.81,2.42
FlexiPay,Germany,Cologne,Thursday,9:00,EUR,472.94,AED,116.77,1.17,3.5
MerchantX,Singapore,Singapore,Tuesday,11:00,SGD,98.66,AUD,59.8,0.6,1.79
AlphaPay,South Africa,Port Elizabeth,Tuesday,7:00,ZAR,196.17,AUD,118.89,1.19,3.57
GlobalMart,Netherlands,The Hague,Sunday,18:00,EUR,148.6,USD,135.09,1.35,4.05
PaySphere,South Africa,Port Elizabeth,Tuesday,7:00,ZAR,222.34,AUD,134.75,1.35,4.04
QuickServe,Ireland,Limerick,Monday,11:00,EUR,43.59,USD,39.63,0.4,1.19
FinEdge,Denmark,Copenhagen,Wednesday,9:00,DKK,220.72,AUD,133.77,1.34,4.01
Transactly,Spain,Zaragoza,Tuesday,20:00,EUR,60.82,GBP,71.55,0.72,2.15
Cashwave,Canada,London,Sunday,11:00,CAD,4119.8,GBP,4846.82,48.47,145.4
NeoCommerce,Vietnam,Hanoi,Saturday,16:00,VND,327.5,AUD,198.49,1.98,5.95
EuroLink,Norway,Bergen,Saturday,11:00,NOK,55.18,AUD,33.44,0.33,1
SmartFunds,Netherlands,Rotterdam,Sunday,8:00,EUR,66.02,AUD,40.01,0.4,1.2
TradeNova,Thailand,Pattaya,Wednesday,20:00,THB,95.83,EUR,95.83,0.96,2.87
NovaPay,USA,Chicago,Friday,0:00,USD,432.1,EUR,432.1,4.32,12.96
BuyNet,Malaysia,Johor Bahru,Friday,11:00,MYR,3007.76,AUD,1822.88,18.23,54.69
FlexiPay,South Africa,Durban,Tuesday,21:00,ZAR,326.33,GBP,383.92,3.84,11.52
MerchantX,Singapore,Singapore,Monday,9:00,SGD,230.06,AED,56.81,0.57,1.7
AlphaPay,China,Beijing,Wednesday,19:00,CNY,4737.17,AUD,2871.01,28.71,86.13
GlobalMart,Canada,London,Monday,19:00,CAD,313.03,AED,77.29,0.77,2.32
PaySphere,Malaysia,Kuala Lumpur,Friday,17:00,MYR,155.54,AUD,94.27,0.94,2.83
QuickServe,Sweden,Uppsala,Saturday,23:00,SEK,378.78,AED,93.53,0.94,2.81
